ts, z0, z1, z2, z3, z4, z5, z6, z7, z8, z9, z10, z11, z12, z13, z14, z15, z16, z17, z18, z19, z20, z21, z22, z23, z24, z25, z26, z27, z28, z29, z30, z31, z32, z33, z34, z35, z36, z37, z38, z39, z40, z41, z42, z43, z44, z45, z46, z47, z48, z49, z50, z51, z52, z53, z54, z55, z56, z57, z58, z59, z60, z61, z62, z63, z64, z65, z66, z67, z68, z69, z70, z71, z72, z73, z74, z75, z76, z77, z78, z79, z80, z81, z82, z83, z84, z85, z86, z87, z88, z89, z90, z91, z92, z93, z94, z95, z96, z97, z98, z99, z100, z101, z102, z103, z104, z105, z106, z107, z108, z109, z110, z111, z112, z113, z114, z115, z116, z117, z118, z119, z120, z121, z122, z123, z124, z125
240, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 32, 29, 33, 28, 32, 33, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 25, 25, 25, 25, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 25, 25, 25, 25, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
241, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 25, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 25, 25, 25, 25, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 25, 25, 25, 25, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
242, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 26, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 25, 25, 25, 25, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 25, 25, 25, 25, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
243, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 29, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 26, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 25, 25, 25, 25, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 25, 25, 25, 25, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
244, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 26, 25, 27, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 25, 25, 25, 25, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 25, 25, 25, 25, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
245, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 26, 25, 29, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 25, 25, 25, 25, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 25, 25, 25, 25, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
246, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 26, 25, 29, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 25, 25, 25, 25, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 25, 25, 25, 25, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
247, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 26, 25, 29, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 26, 25, 26, 26, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 26, 25, 26, 26, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
248, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 24, 27, 26, 25, 29, 24, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 26, 25, 26, 26, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 26, 25, 26, 26, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
249, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 31, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 34, 28, 32, 34, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 25, 27, 26, 26, 29, 25, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 17, 25, 25, 18, 18, 18, 18, 25, 25, 21, 26, 25, 26, 26, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 26, 25, 26, 26, 23, 25, 25, 25, 25, 24, 26, 26, 23, 25, 25
250, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 33, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 35, 28, 32, 35, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 25, 27, 26, 26, 29, 25, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 17, 18, 25, 25, 18, 18, 18, 18, 25, 25, 21, 26, 25, 26, 26, 25, 26, 26, 26, 45, 27, 27, 27, 28, 27, 24, 27, 27, 21, 26, 25, 26, 26, 23, 25, 25, 25, 25, 25, 26, 26, 23, 25, 25
251, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 33, 43, 34, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 35, 28, 32, 35, 28, 32, 34, 33, 30, 26, 28, 28, 24, 26, 25, 27, 26, 26, 29, 25, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 18, 18, 25, 25, 18, 18, 18, 18, 25, 25, 22, 26, 25, 26, 26, 25, 26, 26, 26, 46, 27, 27, 27, 28, 27, 24, 27, 27, 22, 26, 25, 26, 26, 23, 25, 25, 25, 25, 25, 26, 26, 23, 25, 25
252, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 33, 43, 35, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 28, 32, 29, 35, 28, 32, 35, 28, 32, 34, 33, 30, 28, 28, 28, 24, 28, 25, 27, 26, 26, 29, 25, 27, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 18, 18, 25, 25, 18, 18, 18, 18, 25, 25, 22, 26, 25, 26, 26, 25, 26, 26, 26, 46, 27, 27, 27, 28, 27, 24, 27, 27, 22, 26, 25, 26, 26, 23, 25, 25, 25, 25, 25, 27, 27, 23, 25, 25
253, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 33, 43, 35, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 29, 32, 29, 35, 28, 32, 35, 28, 32, 34, 33, 30, 28, 28, 28, 24, 28, 25, 28, 26, 26, 29, 25, 28, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 18, 18, 25, 25, 18, 18, 18, 18, 25, 25, 22, 26, 25, 26, 26, 25, 26, 26, 26, 46, 27, 27, 27, 28, 27, 24, 27, 27, 22, 26, 25, 26, 26, 23, 25, 25, 25, 25, 25, 27, 27, 23, 25, 25
254, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 33, 43, 35, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 29, 32, 29, 35, 28, 32, 35, 28, 32, 34, 33, 30, 28, 28, 28, 24, 28, 25, 28, 26, 26, 29, 25, 28, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 18, 18, 25, 25, 18, 18, 18, 18, 25, 25, 23, 26, 25, 26, 26, 25, 26, 26, 26, 46, 27, 27, 27, 28, 27, 24, 27, 27, 23, 26, 25, 26, 26, 23, 25, 25, 25, 25, 25, 27, 27, 23, 25, 25
255, 27, 25, 25, 32, 25, 25, 36, 32, 32, 25, 25, 32, 25, 25, 25, 25, 25, 25, 49, 33, 43, 35, 32, 17, 17, 15, 17, 17, 16, 17, 17, 17, 18, 17, 17, 17, 17, 17, 15, 17, 15, 15, 31, 29, 32, 29, 35, 28, 32, 35, 28, 32, 34, 33, 30, 28, 30, 30, 24, 28, 25, 28, 26, 26, 29, 25, 28, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 22, 18, 18, 18, 18, 25, 25, 18, 18, 18, 18, 25, 25, 23, 26, 25, 26, 26, 25, 26, 26, 26, 46, 27, 27, 27, 28, 27, 24, 27, 27, 23, 26, 25, 26, 26, 23, 25, 25, 25, 25, 25, 27, 27, 23, 25, 25
