ts, z0, z1, z2, z3, z4, z5, z6, z7, z8, z9, z10, z11, z12, z13, z14, z15, z16, z17, z18, z19, z20, z21, z22, z23, z24, z25, z26, z27, z28, z29, z30, z31, z32, z33, z34, z35, z36, z37, z38, z39, z40, z41, z42, z43, z44, z45, z46, z47, z48, z49, z50, z51, z52, z53, z54, z55, z56, z57, z58, z59, z60, z61, z62, z63, z64, z65, z66, z67, z68, z69, z70, z71, z72, z73, z74, z75, z76, z77, z78, z79, z80, z81, z82, z83, z84, z85, z86, z87, z88, z89, z90, z91, z92, z93, z94, z95, z96, z97, z98, z99, z100, z101, z102, z103, z104, z105, z106, z107, z108, z109, z110, z111, z112, z113, z114, z115, z116, z117, z118, z119, z120, z121, z122, z123, z124, z125
100, 17, 15, 15, 18, 15, 15, 19, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 29, 21, 25, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 18, 15, 21, 19, 16, 19, 19, 21, 19, 19, 22, 19, 18, 19, 19, 18, 18, 16, 16, 17, 18, 16, 16, 16, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 11, 13, 11, 11, 15, 15, 11, 13, 11, 13, 15, 15, 16, 14, 14, 14, 14, 15, 17, 17, 17, 25, 15, 15, 15, 19, 18, 16, 18, 18, 16, 14, 14, 14, 14, 16, 17, 17, 17, 17, 18, 15, 15, 16, 17, 17
101, 17, 15, 15, 18, 15, 15, 19, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 29, 21, 25, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 18, 15, 21, 19, 17, 19, 19, 21, 19, 19, 22, 19, 18, 19, 19, 18, 18, 16, 17, 17, 18, 16, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 15, 13, 13, 13, 13, 15, 15, 16, 14, 16, 14, 14, 15, 17, 17, 17, 26, 15, 15, 15, 19, 18, 16, 18, 18, 16, 14, 16, 14, 14, 16, 17, 17, 17, 17, 18, 15, 15, 16, 17, 17
102, 17, 15, 15, 18, 15, 15, 19, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 29, 21, 25, 22, 20, 9, 9, 11, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 18, 15, 21, 19, 17, 19, 19, 21, 19, 19, 22, 19, 18, 19, 19, 18, 18, 16, 17, 17, 18, 16, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 15, 13, 13, 13, 13, 15, 15, 16, 14, 16, 14, 14, 15, 17, 17, 17, 26, 15, 15, 15, 19, 18, 16, 18, 18, 16, 14, 16, 14, 14, 16, 17, 17, 17, 17, 18, 15, 15, 16, 17, 17
103, 17, 15, 15, 18, 15, 15, 19, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 29, 21, 25, 22, 20, 9, 9, 11, 9, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 18, 15, 21, 19, 17, 19, 19, 21, 19, 19, 22, 19, 18, 19, 19, 18, 18, 16, 17, 17, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 15, 13, 13, 13, 13, 15, 15, 16, 14, 16, 14, 14, 15, 17, 17, 17, 26, 15, 15, 15, 19, 18, 16, 18, 18, 16, 14, 16, 14, 14, 16, 17, 17, 17, 17, 18, 15, 15, 16, 17, 17
104, 17, 15, 15, 18, 15, 15, 19, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 29, 21, 25, 22, 20, 9, 9, 11, 9, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 19, 16, 21, 19, 17, 20, 19, 21, 19, 19, 22, 19, 18, 19, 19, 18, 18, 16, 17, 17, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 15, 13, 13, 13, 13, 15, 15, 16, 14, 16, 14, 14, 15, 17, 17, 17, 26, 15, 15, 15, 19, 18, 16, 18, 18, 16, 14, 16, 14, 14, 16, 17, 17, 17, 17, 18, 15, 15, 16, 17, 17
105, 19, 15, 15, 18, 15, 15, 19, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 29, 21, 25, 22, 20, 9, 9, 11, 9, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 20, 16, 21, 19, 17, 20, 19, 21, 19, 19, 22, 19, 18, 19, 19, 18, 18, 16, 17, 17, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 15, 13, 13, 13, 13, 15, 15, 16, 15, 16, 15, 15, 15, 17, 17, 17, 26, 15, 15, 15, 19, 18, 16, 18, 18, 16, 15, 16, 15, 15, 17, 17, 17, 17, 17, 18, 15, 15, 17, 17, 17
106, 19, 15, 15, 18, 15, 15, 19, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 32, 22, 25, 22, 20, 9, 9, 11, 9, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 20, 16, 21, 19, 17, 20, 19, 21, 19, 19, 23, 19, 18, 19, 19, 18, 18, 16, 17, 19, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 15, 13, 13, 13, 13, 15, 15, 16, 15, 16, 15, 15, 15, 17, 17, 17, 26, 15, 15, 15, 19, 18, 16, 18, 18, 16, 15, 16, 15, 15, 17, 17, 17, 17, 17, 18, 15, 15, 17, 17, 17
107, 19, 15, 15, 18, 15, 15, 21, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 32, 22, 25, 22, 20, 9, 9, 11, 9, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 20, 16, 21, 19, 17, 20, 19, 22, 19, 19, 23, 19, 18, 19, 19, 18, 18, 16, 17, 19, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 15, 13, 13, 13, 13, 15, 15, 16, 15, 16, 15, 15, 15, 17, 17, 17, 27, 15, 15, 15, 19, 18, 16, 18, 18, 16, 15, 16, 15, 15, 17, 17, 17, 17, 17, 18, 15, 15, 17, 17, 17
108, 19, 15, 15, 18, 15, 15, 21, 18, 18, 15, 15, 18, 15, 15, 15, 15, 15, 15, 32, 22, 25, 24, 20, 9, 9, 11, 9, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 20, 16, 21, 19, 17, 20, 19, 22, 20, 19, 23, 20, 18, 19, 19, 18, 18, 16, 17, 21, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 15, 13, 13, 13, 13, 15, 15, 16, 15, 16, 15, 15, 15, 17, 17, 17, 27, 15, 15, 15, 19, 18, 16, 18, 18, 16, 15, 16, 15, 15, 17, 17, 17, 17, 17, 18, 15, 15, 17, 17, 17
109, 19, 15, 16, 18, 15, 16, 21, 18, 18, 15, 16, 18, 15, 16, 15, 16, 15, 16, 32, 22, 25, 24, 20, 9, 9, 11, 9, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 11, 18, 20, 16, 21, 19, 17, 20, 19, 22, 20, 19, 23, 20, 18, 19, 19, 18, 18, 16, 17, 21, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 15, 16, 13, 13, 13, 13, 15, 16, 16, 15, 16, 15, 15, 17, 17, 17, 17, 27, 15, 15, 15, 19, 18, 16, 18, 18, 16, 15, 16, 15, 15, 17, 17, 17, 17, 17, 18, 15, 15, 17, 17, 17
110, 19, 16, 16, 18, 16, 16, 21, 18, 18, 16, 16, 18, 16, 16, 16, 16, 16, 16, 32, 23, 25, 24, 20, 9, 9, 11, 9, 9, 10, 9, 9, 9, 10, 9, 9, 9, 9, 9, 11, 9, 11, 13, 19, 20, 16, 21, 19, 17, 20, 19, 22, 20, 19, 23, 20, 18, 19, 19, 18, 18, 16, 17, 21, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 16, 16, 13, 13, 13, 13, 16, 16, 16, 15, 16, 15, 15, 17, 17, 17, 17, 27, 15, 15, 15, 19, 18, 16, 18, 18, 16, 15, 16, 15, 15, 17, 17, 17, 17, 17, 18, 15, 15, 17, 17, 17
111, 19, 16, 16, 18, 16, 16, 21, 18, 18, 16, 16, 18, 16, 16, 16, 16, 16, 16, 32, 23, 25, 24, 20, 9, 9, 13, 9, 9, 10, 9, 9, 9, 10, 9, 9, 11, 11, 11, 13, 9, 13, 13, 19, 20, 16, 21, 20, 17, 21, 20, 22, 20, 19, 23, 20, 18, 19, 19, 18, 18, 16, 17, 21, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 16, 16, 13, 13, 13, 13, 16, 16, 16, 15, 16, 15, 15, 17, 17, 17, 17, 27, 15, 15, 15, 19, 18, 16, 18, 18, 16, 15, 16, 15, 15, 17, 17, 17, 17, 17, 18, 15, 15, 17, 17, 17
112, 19, 16, 16, 19, 16, 16, 21, 19, 19, 16, 16, 19, 16, 16, 16, 16, 16, 16, 32, 23, 25, 24, 20, 9, 9, 13, 9, 9, 10, 9, 9, 9, 10, 9, 9, 11, 11, 11, 13, 9, 13, 13, 20, 20, 16, 21, 20, 17, 21, 20, 22, 20, 19, 23, 20, 18, 21, 21, 18, 18, 16, 17, 21, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 16, 16, 13, 13, 13, 13, 16, 16, 18, 15, 16, 15, 15, 17, 17, 17, 17, 27, 15, 15, 15, 19, 18, 16, 18, 18, 18, 15, 16, 15, 15, 17, 17, 17, 19, 19, 18, 15, 15, 17, 17, 17
113, 19, 16, 16, 19, 16, 16, 21, 19, 19, 16, 16, 19, 16, 16, 16, 16, 16, 16, 32, 23, 25, 24, 20, 9, 9, 13, 9, 9, 10, 9, 9, 9, 10, 9, 9, 11, 11, 11, 13, 9, 13, 13, 20, 20, 16, 21, 20, 17, 21, 20, 22, 20, 19, 23, 20, 18, 21, 21, 18, 18, 16, 17, 21, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 16, 16, 16, 17, 17, 17, 17, 27, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 16, 16, 16, 17, 19, 19, 19, 19, 18, 15, 15, 17, 19, 19
114, 19, 16, 16, 19, 16, 16, 21, 19, 19, 16, 16, 19, 16, 16, 16, 16, 16, 16, 32, 23, 27, 24, 20, 9, 9, 13, 11, 9, 10, 11, 9, 11, 10, 9, 9, 11, 11, 11, 13, 9, 13, 13, 20, 20, 17, 21, 20, 17, 21, 20, 22, 20, 19, 23, 20, 18, 21, 21, 18, 18, 16, 17, 21, 18, 18, 16, 17, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 16, 16, 16, 17, 17, 17, 17, 27, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 16, 16, 16, 17, 19, 19, 19, 19, 18, 15, 15, 17, 19, 19
115, 19, 16, 16, 19, 16, 16, 21, 19, 19, 16, 16, 19, 16, 16, 16, 16, 16, 16, 32, 23, 27, 24, 20, 9, 11, 13, 11, 11, 10, 11, 9, 11, 10, 9, 9, 11, 11, 11, 13, 9, 13, 13, 20, 20, 17, 21, 20, 17, 21, 20, 22, 20, 19, 23, 20, 18, 21, 21, 18, 18, 16, 19, 21, 18, 18, 16, 19, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 15, 13, 13, 11, 11, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 16, 16, 16, 17, 17, 17, 17, 28, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 16, 16, 16, 17, 19, 19, 19, 19, 18, 15, 15, 17, 19, 19
116, 19, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 23, 27, 24, 20, 11, 11, 13, 11, 11, 10, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 20, 17, 21, 20, 17, 21, 20, 22, 20, 21, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 18, 18, 16, 19, 9, 9, 9, 9, 9, 9, 11, 11, 11, 11, 11, 11, 15, 13, 13, 11, 11, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 28, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 17, 16, 16, 17, 19, 19, 19, 19, 18, 15, 15, 17, 19, 19
117, 19, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 20, 11, 11, 13, 11, 11, 10, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 20, 17, 21, 20, 17, 21, 20, 22, 20, 21, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 18, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 15, 13, 13, 11, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 17, 16, 16, 17, 19, 19, 19, 19, 18, 15, 15, 17, 19, 19
118, 19, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 21, 11, 11, 13, 11, 11, 10, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 20, 17, 21, 20, 17, 22, 20, 22, 20, 21, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 18, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 15, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 17, 16, 16, 17, 19, 19, 19, 19, 18, 15, 15, 17, 19, 19
119, 19, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 21, 11, 11, 13, 11, 11, 10, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 20, 17, 21, 20, 17, 22, 20, 22, 20, 21, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 18, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 15, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 17, 16, 16, 17, 19, 19, 19, 19, 18, 17, 17, 17, 19, 19
120, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 20, 17, 21, 20, 17, 22, 20, 22, 20, 21, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 18, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 15, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 17, 16, 16, 17, 19, 19, 19, 19, 18, 17, 17, 17, 19, 19
121, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 21, 17, 21, 20, 17, 22, 20, 22, 20, 22, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 15, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 15, 15, 15, 19, 18, 16, 18, 18, 18, 16, 17, 16, 16, 17, 19, 19, 19, 19, 18, 17, 17, 17, 19, 19
122, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 21, 17, 21, 21, 18, 22, 21, 22, 20, 22, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 15, 15, 15, 19, 18, 17, 18, 18, 18, 16, 17, 16, 16, 18, 19, 19, 19, 19, 18, 17, 17, 18, 19, 19
123, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 21, 17, 21, 21, 18, 22, 21, 22, 20, 22, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 17, 17, 17, 19, 18, 17, 18, 18, 18, 16, 17, 16, 16, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
124, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 22, 17, 22, 21, 18, 22, 21, 22, 20, 22, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 19, 19, 19, 19, 18, 17, 18, 18, 18, 16, 17, 16, 16, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
125, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 22, 17, 22, 21, 18, 22, 21, 22, 20, 22, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 19, 19, 19, 19, 18, 17, 18, 18, 18, 16, 17, 16, 16, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
126, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 22, 17, 22, 21, 18, 22, 21, 22, 20, 22, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 19, 19, 19, 19, 18, 17, 18, 18, 18, 16, 17, 16, 16, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
127, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 22, 17, 22, 21, 18, 23, 21, 22, 20, 22, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 19, 19, 19, 19, 19, 17, 19, 19, 18, 16, 17, 16, 16, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
128, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 22, 17, 22, 21, 18, 23, 21, 22, 20, 22, 23, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 19, 19, 19, 19, 19, 17, 19, 19, 18, 16, 17, 16, 16, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
129, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 22, 17, 22, 21, 18, 23, 21, 22, 20, 22, 25, 20, 20, 21, 21, 18, 20, 16, 19, 21, 19, 18, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 16, 17, 16, 16, 17, 17, 17, 17, 30, 19, 19, 19, 19, 19, 17, 19, 19, 18, 16, 17, 16, 16, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
130, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 23, 17, 22, 21, 18, 23, 21, 22, 22, 22, 25, 22, 20, 21, 21, 18, 20, 16, 19, 21, 19, 19, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 18, 17, 18, 18, 17, 17, 17, 17, 30, 19, 19, 19, 19, 19, 17, 19, 19, 18, 18, 17, 18, 18, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
131, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 32, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 20, 23, 17, 22, 21, 18, 24, 21, 22, 22, 22, 25, 22, 20, 21, 21, 18, 20, 16, 19, 22, 19, 19, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 12, 16, 16, 13, 13, 13, 13, 16, 16, 18, 18, 17, 18, 18, 17, 17, 17, 17, 30, 19, 19, 19, 19, 19, 17, 19, 19, 18, 18, 17, 18, 18, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
132, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 35, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 21, 23, 17, 22, 22, 18, 24, 22, 22, 22, 22, 25, 22, 20, 21, 21, 18, 20, 16, 19, 22, 19, 19, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 12, 14, 16, 16, 13, 13, 13, 13, 16, 16, 18, 18, 17, 18, 18, 17, 17, 17, 17, 30, 19, 19, 19, 19, 19, 17, 19, 19, 18, 18, 17, 18, 18, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
133, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 35, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 11, 11, 13, 11, 13, 13, 21, 23, 19, 22, 22, 18, 24, 22, 22, 22, 22, 25, 22, 20, 21, 21, 18, 20, 16, 19, 22, 19, 19, 16, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 14, 14, 16, 16, 13, 13, 13, 13, 16, 16, 18, 18, 17, 18, 18, 17, 17, 17, 17, 30, 19, 19, 19, 19, 19, 17, 19, 19, 18, 18, 17, 18, 18, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
134, 21, 16, 16, 21, 16, 16, 21, 21, 21, 16, 16, 21, 16, 16, 16, 16, 16, 16, 35, 24, 27, 24, 23, 11, 11, 13, 11, 11, 11, 11, 11, 11, 12, 11, 11, 12, 12, 12, 13, 11, 13, 13, 21, 23, 19, 22, 23, 18, 24, 23, 22, 22, 22, 25, 22, 20, 22, 22, 18, 20, 18, 19, 22, 19, 19, 18, 19, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 17, 13, 13, 14, 14, 16, 16, 13, 13, 13, 13, 16, 16, 18, 18, 17, 18, 18, 17, 17, 17, 17, 31, 19, 19, 19, 19, 19, 19, 19, 19, 18, 18, 17, 18, 18, 18, 19, 19, 19, 19, 19, 17, 17, 18, 19, 19
